p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	cluster
8.56507106271154e-27	0.603935753163992	1	0.994	1.81699417524363e-22	Uba52	3
3.25114849299976e-21	0.421995947363983	1	1	6.8969864130497e-17	Rpl27a	3
7.8022727218311e-21	0.581166972828086	0.97	0.852	1.65517413520925e-16	Gm11808	3
7.89489211880187e-21	0.502365554403369	1	1	1.67482241408263e-16	Ubb	3
3.07565322708254e-19	0.494156275657495	1	0.994	6.52469075593289e-15	Rpl15	3
2.5064651548568e-16	0.280976928782946	1	1	5.31721517951321e-12	Rps10	3
1.86757678412673e-15	0.459111687686157	0.984	0.915	3.96187738984645e-11	Atp5l	3
8.69880077442901e-15	0.375056239809181	1	1	1.84536359628737e-10	Tmsb10	3
8.32699411470086e-14	0.533428314918407	0.893	0.693	1.76648853149264e-09	Rn7sk	3
1.51130783191893e-13	0.284236964549955	1	1	3.20608843463281e-09	Rpl24	3
1.3143706359565e-12	0.267661143325912	1	1	2.78830586711812e-08	Rps28	3
5.17782406331304e-12	0.337556459669142	1	1	1.09842359679123e-07	Rpl35	3
6.18531288647217e-12	0.317444102026097	1	0.994	1.31215227573621e-07	Serf2	3
8.63907986219418e-12	0.313358291021308	1	1	1.83269440196587e-07	Rpl36al	3
5.36358578923247e-11	0.254400871636445	1	1	1.13783108932778e-06	Rpl27	3
8.67747058724682e-11	0.400503935228124	0.479	0.227	1.84083861037854e-06	Nme2	3
3.25856203296131e-10	-0.411810307472001	0.916	0.938	6.91271349672411e-06	Srsf5	3
3.69885633146918e-10	-0.644340149994148	0.951	0.994	7.84675382157873e-06	Itgb1	3
4.01730979369012e-10	0.383512029875175	0.977	0.972	8.52232099633422e-06	Myl12b	3
8.62684529367696e-10	-0.245499642135759	1	1	1.83009896060063e-05	Rplp1	3
1.20150045101882e-09	-0.20232582428909	1	1	2.54886305679132e-05	Tpt1	3
1.75810920596696e-09	0.222817002273069	1	1	3.72965286953832e-05	Rpl13	3
2.30743822419093e-09	0.343292754762132	0.786	0.614	4.89499944879864e-05	Gm10177	3
3.095373857185e-09	0.274293467566686	1	1	6.56652610063225e-05	Cox6c	3
3.23310025536183e-09	-0.0414121853427245	1	1	6.85869888172458e-05	CT010467.1	3
4.46035435547774e-09	-0.21016945416847	1	1	9.46219572971047e-05	Rps14	3
4.66357755944616e-09	0.365370779626507	0.947	0.852	9.89331343460908e-05	Rnaset2a	3
4.67790630196522e-09	0.703117951902045	0.83	0.648	9.92371042898902e-05	Ifitm2	3
1.31515213990401e-08	0.479774922525604	0.826	0.665	0.000278996374959236	mt-Atp6	3
1.91180866268157e-08	0.176389664685297	1	1	0.000405571089701268	Rpl18	3
3.09045815638011e-08	-0.283250877128221	1	1	0.000655609793294477	Rack1	3
3.59014249921937e-08	0.206270308305233	1	1	0.000761612829784398	Rpl30	3
8.94368981947075e-08	-0.342276007885977	0.163	0.358	0.00189731435830253	Tox	3
9.84868445598805e-08	0.25451328488834	0.995	0.994	0.00208929992049331	Ndufb1-ps	3
1.10799111475859e-07	0.323695973689615	0.714	0.545	0.00235049235084888	Ndufb4	3
1.29912007712115e-07	0.312304133779282	0.774	0.602	0.0027559533316048	Grcc10	3
1.74107175193317e-07	0.390703529073204	0.679	0.483	0.00369350961455103	Bloc1s1	3
2.02679657158625e-07	-0.260988701649878	1	1	0.00429964624696308	Ddx5	3
2.36369623561982e-07	-0.263393161273754	0.805	0.92	0.00501434519424388	Brk1	3
4.90508648821945e-07	0.185095228170821	1	1	0.0104056504761087	Rps7	3
5.65478611507939e-07	-0.352128721593783	0.991	0.983	0.0119960632645294	mt-Rnr1	3
6.9400166571237e-07	0.21033369047665	1	1	0.0147225513364222	H2-D1	3
1.07479236638836e-06	0.300327219796463	0.998	0.989	0.0228006452605627	Rbm3	3
1.15640706048553e-06	0.349873265954027	0.516	0.341	0.0245320193811401	Eno1b	3
1.25789245247844e-06	0.314136654183875	0.744	0.568	0.0266849304868776	Ubb-ps	3
1.38354648123727e-06	-0.371739680041257	0.312	0.483	0.0293505550529674	Gm44175	3
1.5546262767614e-06	0.247733861749924	1	1	0.0329798418352162	Fxyd5	3
1.61128360598884e-06	0.258170560346025	0.879	0.767	0.0341817704174473	Gm11478	3
1.84065303213549e-06	0.298055121018983	0.449	0.256	0.0390476134237222	Atp5g2	3
2.24763807738789e-06	0.295864630499486	0.977	0.955	0.0476813941737067	Hopx	3
2.63012315389896e-06	-0.231036610380751	1	1	0.0557954325868126	Rps15	3
3.73319292176582e-06	0.160419871574078	1	1	0.0791959546423401	Rpl35a	3
4.83575491239318e-06	0.276445399380188	0.998	0.972	0.102585704711509	H2-T23	3
5.16257553348449e-06	-0.399499055801754	0.502	0.659	0.10951887736734	St8sia4	3
5.19393911121544e-06	-0.236474421120178	0.621	0.773	0.110184224305324	H4c4	3
5.80676239463074e-06	-0.269817589772603	0.842	0.932	0.123184657439697	Nop53	3
9.14618644124861e-06	-0.275189253114444	0.728	0.83	0.194027199164648	Hectd1	3
9.44784803418439e-06	0.576559655108292	0.947	0.92	0.200426648197188	Gzmb	3
