p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	cluster
8.75298236162033e-88	0.526001168798554	1	1	1.85685767819414e-83	Ubb	1
2.50836236130038e-79	0.358899416177764	1	1	5.32123991326263e-75	Serf2	1
1.49102692578464e-77	0.526855851472248	0.978	0.874	3.16306452035954e-73	Gm11808	1
4.02903533951663e-72	-0.251746758579196	1	1	8.54719556925057e-68	Tpt1	1
4.37964958473957e-64	0.318127529511624	1	0.999	9.29098862906653e-60	Rpl15	1
5.37387664068451e-62	0.27451176281253	1	1	1.14001419055481e-57	Rpl27a	1
1.82037748040251e-59	-0.29097217224769	1	1	3.86174878692588e-55	Rack1	1
3.62192894076886e-58	0.234299279294349	1	1	7.68356005494706e-54	Rps10	1
1.18171461066685e-56	-0.292543722509929	1	1	2.50688937506866e-52	Rps15	1
6.51218843280166e-50	-0.288365959077711	1	1	1.38149565413454e-45	Rpl12	1
2.47024485092826e-47	0.347967593706156	0.986	0.946	5.24037742675921e-43	Atp5l	1
2.03325394672318e-45	0.270002681447055	1	0.998	4.31334492257855e-41	Rpl36al	1
1.1124448634905e-44	-0.379166396404709	1	1	2.35994053340875e-40	mt-Rnr2	1
3.74720623941979e-44	-0.491130235577797	0.991	0.992	7.94932331630515e-40	mt-Rnr1	1
4.22736388537111e-43	0.375747773632952	0.949	0.846	8.96792974642627e-39	Rnaset2a	1
6.5297619151094e-41	0.269517034887679	1	0.999	1.38522369267131e-36	Uba52	1
1.75294356806144e-40	-0.195842452109375	1	1	3.71869448528555e-36	Rps14	1
1.80741530386556e-39	-0.452309244844004	0.98	0.993	3.8342508256204e-35	Ahnak	1
2.95053660264883e-38	-0.265921518382681	1	1	6.25926834885923e-34	Rpl23a	1
2.52340310372516e-37	0.38623492964965	0.98	0.963	5.35314734424255e-33	Ndufa4	1
9.0674181415459e-37	0.318368255915176	0.993	0.974	1.92356208454755e-32	Myl12b	1
1.37761515104573e-36	-0.25929140521768	0.999	0.999	2.92247278142841e-32	Rpl4	1
7.61788369408002e-35	0.18625779801816	1	1	1.61605784686213e-30	Rpl27	1
1.41088601345047e-34	0.339236652396193	0.931	0.796	2.99305358893383e-30	Rnaset2b	1
7.58679211229629e-33	-0.208183919870201	1	1	1.60946207870253e-28	Rps19	1
7.89438503176295e-33	-0.239164184847532	0.14	0.356	1.67471484063819e-28	Snx9	1
1.8283190697911e-31	-0.295283497541534	0.999	0.999	3.87859607465483e-27	Ptprc	1
1.83539786736865e-30	-0.215456747371903	1	1	3.89361303583586e-26	Ddx5	1
2.88575635717736e-30	-0.143014473530574	1	1	6.12184353611605e-26	Rplp2	1
3.49218480299575e-30	-0.440456188166211	0.514	0.756	7.40832084107519e-26	Ifitm2	1
4.46900308029201e-30	0.300072987223483	1	0.999	9.48054313453147e-26	Hspa8	1
2.82232274952767e-28	-0.171962908712847	1	1	5.987275480848e-24	Rps18	1
4.11885625699008e-28	-0.183778253952347	1	1	8.73774166357875e-24	Rps27	1
1.69804669985548e-27	0.284402982175231	0.802	0.663	3.60223626907342e-23	Gm10177	1
2.45081836068733e-27	0.428810734768321	0.897	0.785	5.19916607036211e-23	Rn7sk	1
6.2183875995206e-27	-0.211062291207434	1	1	1.3191687453623e-22	Rpl5	1
6.7934881399817e-27	-0.135621946806753	1	1	1.44117057401572e-22	Rps29	1
1.01714981167953e-26	-0.164242685162908	1	1	2.15778161049697e-22	Rpl26	1
1.49874568786718e-26	-0.286996983009485	0.894	0.947	3.17943910224144e-22	Nop53	1
6.05794823554427e-26	-0.538846878041183	0.509	0.72	1.28513313868836e-21	Ifitm3	1
2.5454573482413e-25	0.257876838741345	0.944	0.922	5.39993321855909e-21	Psmb2	1
7.12190583734955e-25	0.27028699963489	0.686	0.5	1.51084110433533e-20	Ubb-ps	1
7.80197218430699e-25	0.205238528564715	1	1	1.65511037917888e-20	Tmsb10	1
2.38821709451334e-24	0.324416377809855	0.979	0.96	5.0663637443006e-20	Prdx1	1
2.85484628098337e-24	-0.423126908941303	0.954	0.985	6.05627090047812e-20	Ctla2a	1
4.40184969692262e-24	0.163281808743428	1	1	9.33808394705165e-20	Pfn1	1
4.41316493959602e-24	-0.302857485112838	0.959	0.979	9.362088102859e-20	mt-Co1	1
7.39909841151079e-24	-0.14010722256952	1	1	1.5696447370179e-19	Rps9	1
